COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,POSITIVE,LOGITUDE,LATITUDE,GENUS,WEEK_NEW,COLLECYEAR,CTY_WK_YEA,COLLECSAMP,COLLECDATE,Pool_ID,H1500W32,H1500W34,H1500W35,H1500W36,H1500W37,H1500W38,H1500W39,H1500W40,H3000W32,H3000W33,H3000W34,H3000W35,H3000W36,H3000W37,H3000W38,H3000W39,H3000W40,H3000W45
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,23,2013,COOK_23_2013,104,41428,PID000070,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
60005,COOK,GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,23,2013,COOK_23_2013,125,41430,PID000128,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2013,COOK_24_2013,136,41437,PID000147,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,24,2013,COOK_24_2013,164,41436,PID000200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
60005,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.9759,42.079433,Culex,22,2013,COOK_22_2013,54,41422,PID000485,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
60007,COOK,GRAVID TRAP,54,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,23,2013,COOK_23_2013,101,41429,PID000809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,33,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,23,2013,COOK_23_2013,107,41428,PID000851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,42,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,23,2013,COOK_23_2013,115,41430,PID000912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,23,2013,COOK_23_2013,116,41430,PID000917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,36,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,23,2013,COOK_23_2013,132,41430,PID000993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,24,2013,COOK_24_2013,143,41437,PID001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,24,2013,COOK_24_2013,145,41437,PID001045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,24,2013,COOK_24_2013,150,41437,PID001069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,24,2013,COOK_24_2013,158,41436,PID001094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,24,2013,COOK_24_2013,162,41436,PID001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,24,2013,COOK_24_2013,178,41436,PID001175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.953531,42.01279,Culex,22,2013,COOK_22_2013,50,41422,PID001742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,33,Female,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,Culex,22,2013,COOK_22_2013,62,41422,PID001948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60007,COOK,GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,Culex,23,2013,COOK_23_2013,94,41429,PID002417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60008,COOK,GRAVID TRAP,24,Female,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,Culex,23,2013,COOK_23_2013,117,41430,PID002585,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60008,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,Culex,24,2013,COOK_24_2013,151,41437,PID002631,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60008,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,Culex,24,2013,COOK_24_2013,174,41436,PID002672,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60008,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,Culex,23,2013,COOK_23_2013,92,41428,PID003131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60010,LAKE,GRAVID TRAP,19,Female,RAMP WNV,NEGATIVE,0,-88.14516,42.16795,Culex,23,2013,LAKE_23_2013,013-0035,41432,PID003436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,LAKE,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,-88.10638,42.175809,Culex,24,2013,LAKE_24_2013,013-0097,41439,PID003437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,LAKE,GRAVID TRAP,17,Female,RAMP WNV,NEGATIVE,0,-88.10638,42.175809,Culex,26,2013,LAKE_26_2013,013-0178,41452,PID003438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,LAKE,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,-88.10638,42.175809,Culex,28,2013,LAKE_28_2013,013-0293,41466,PID003439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,LAKE,GRAVID TRAP,17,Female,RAMP WNV,NEGATIVE,0,-88.10638,42.175809,Culex,29,2013,LAKE_29_2013,013-0399,41473,PID003440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,LAKE,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,-88.10638,42.175809,Culex,30,2013,LAKE_30_2013,013-0496,41481,PID003441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,LAKE,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,-88.10638,42.175809,Culex,32,2013,LAKE_32_2013,013-0620,41494,PID003442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,LAKE,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,-88.10638,42.175809,Culex,34,2013,LAKE_34_2013,013-0754,41508,PID003443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,LAKE,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,-88.10638,42.175809,Culex,35,2013,LAKE_35_2013,013-0819,41515,PID003444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,LAKE,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,-88.10638,42.175809,Culex,36,2013,LAKE_36_2013,013-0886,41523,PID003445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,LAKE,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,-88.10638,42.175809,Culex,38,2013,LAKE_38_2013,013-0972,41536,PID003446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,COOK,GRAVID TRAP,37,Female,RAMP WNV,NEGATIVE,0,-88.16306,42.1139,Culex,23,2013,COOK_23_2013,109,41429,PID003549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,COOK,GRAVID TRAP,26,Female,RAMP WNV,NEGATIVE,0,-88.16306,42.1139,Culex,23,2013,COOK_23_2013,129,41430,PID003616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,COOK,GRAVID TRAP,30,Female,RAMP WNV,NEGATIVE,0,-88.1284,42.13776,Culex,23,2013,COOK_23_2013,131,41430,PID003621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.16306,42.1139,Culex,24,2013,COOK_24_2013,138,41437,PID003632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.1284,42.13776,Culex,24,2013,COOK_24_2013,149,41437,PID003669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.16306,42.1139,Culex,24,2013,COOK_24_2013,161,41436,PID003693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.1284,42.13776,Culex,24,2013,COOK_24_2013,163,41436,PID003700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,COOK,GRAVID TRAP,560,Female,RAMP WNV,NEGATIVE,0,-88.16306,42.1139,Culex,22,2013,COOK_22_2013,55,41422,PID004240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,COOK,GRAVID TRAP,36,Female,RAMP WNV,NEGATIVE,0,-88.1284,42.13776,Culex,22,2013,COOK_22_2013,61,41422,PID004322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60010,COOK,GRAVID TRAP,47,Female,RAMP WNV,NEGATIVE,0,-88.1284,42.13776,Culex,23,2013,COOK_23_2013,93,41428,PID004629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1822013,41442,PID004768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1832013,41442,PID004769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1842013,41442,PID004770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1852013,41442,PID004771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1862013,41442,PID004773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1872013,41442,PID004774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1882013,41442,PID004775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1892013,41442,PID004777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1902013,41442,PID004780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1912013,41442,PID004781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1922013,41442,PID004783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1932013,41442,PID004786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1942013,41442,PID004788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,1952013,41442,PID004789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,17,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,22,2013,MCHENRY_22_2013,232013,41422,PID004808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,19,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,25,2013,MCHENRY_25_2013,2442013,41446,PID004812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,27,2013,MCHENRY_27_2013,2652013,41460,PID004820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,27,2013,MCHENRY_27_2013,2662013,41460,PID004821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,28,2013,MCHENRY_28_2013,2822013,41466,PID004832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,28,2013,MCHENRY_28_2013,2832013,41466,PID004833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,29,2013,MCHENRY_29_2013,3012013,41470,PID004839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,30,2013,MCHENRY_30_2013,3422013,41481,PID004845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,33,2013,MCHENRY_33_2013,3582013,41502,PID004847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,33,2013,MCHENRY_33_2013,3592013,41502,PID004848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,34,2013,MCHENRY_34_2013,3752013,41509,PID004851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,26,Female,RAMP WNV,POSITIVE,1,-88.29916,42.27934,Culex,35,2013,MCHENRY_35_2013,3842013,41513,PID004853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,1,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,36,2013,MCHENRY_36_2013,4382013,41522,PID004855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,22,2013,MCHENRY_22_2013,452013,41424,PID004856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,37,2013,MCHENRY_37_2013,4562013,41526,PID004857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,22,2013,MCHENRY_22_2013,462013,41424,PID004858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,37,2013,MCHENRY_37_2013,4762013,41529,PID004861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,38,2013,MCHENRY_38_2013,4932013,41533,PID004863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,23,2013,MCHENRY_23_2013,622013,41428,PID004874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60012,MCHENRY,GRAVID TRAP,26,Female,RAMP WNV,NEGATIVE,0,-88.29916,42.27934,Culex,24,2013,MCHENRY_24_2013,802013,41435,PID004885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,23,2013,MCHENRY_23_2013,013-0033,41432,PID005054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,23,2013,MCHENRY_23_2013,013-0034,41432,PID005055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,24,2013,MCHENRY_24_2013,013-0095,41437,PID005056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,29,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,24,2013,MCHENRY_24_2013,013-0096,41437,PID005057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,4,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,25,2013,MCHENRY_25_2013,013-0142,41445,PID005058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,4,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,25,2013,MCHENRY_25_2013,013-0143,41445,PID005059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,26,2013,MCHENRY_26_2013,013-0176,41452,PID005060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,7,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,26,2013,MCHENRY_26_2013,013-0177,41452,PID005061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,24,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,27,2013,MCHENRY_27_2013,013-0219,41458,PID005062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,27,2013,MCHENRY_27_2013,013-0220,41458,PID005063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,28,2013,MCHENRY_28_2013,013-0291,41466,PID005064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,28,2013,MCHENRY_28_2013,013-0292,41466,PID005065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,22,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,29,2013,MCHENRY_29_2013,013-0397,41473,PID005066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,29,2013,MCHENRY_29_2013,013-0398,41473,PID005067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,4,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,30,2013,MCHENRY_30_2013,013-0494,41481,PID005068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,18,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,30,2013,MCHENRY_30_2013,013-0495,41481,PID005069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,9,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,31,2013,MCHENRY_31_2013,013-0548,41487,PID005070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,32,2013,MCHENRY_32_2013,013-0619,41494,PID005071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,33,2013,MCHENRY_33_2013,013-0688,41501,PID005072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,16,Female,RAMP WNV,POSITIVE,1,-88.32849,42.22857,Culex,33,2013,MCHENRY_33_2013,013-0689,41501,PID005073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,34,2013,MCHENRY_34_2013,013-0752,41508,PID005074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,34,2013,MCHENRY_34_2013,013-0753,41508,PID005075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,15,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,35,2013,MCHENRY_35_2013,013-0817,41515,PID005076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,7,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,36,2013,MCHENRY_36_2013,013-0885,41523,PID005077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,11,Female,RAMP WNV,POSITIVE,1,-88.32849,42.22857,Culex,37,2013,MCHENRY_37_2013,013-0935,41529,PID005078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,-88.32849,42.22857,Culex,37,2013,MCHENRY_37_2013,013-0936,41529,PID005079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,-88.26823,42.2226,Culex,25,2013,MCHENRY_25_2013,1772013,41442,PID005341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,11,Female,RAMP WNV,NEGATIVE,0,-88.26823,42.2226,Culex,26,2013,MCHENRY_26_2013,2062013,41453,PID005373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,13,Female,RAMP WNV,NEGATIVE,0,-88.26823,42.2226,Culex,22,2013,MCHENRY_22_2013,222013,41422,PID005399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,-88.26823,42.2226,Culex,25,2013,MCHENRY_25_2013,2302013,41446,PID005409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.26823,42.2226,Culex,28,2013,MCHENRY_28_2013,2782013,41466,PID005457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.26823,42.2226,Culex,28,2013,MCHENRY_28_2013,2792013,41466,PID005458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.26823,42.2226,Culex,29,2013,MCHENRY_29_2013,2982013,41470,PID005468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.26823,42.2226,Culex,30,2013,MCHENRY_30_2013,3312013,41477,PID005498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-88.26823,42.2226,Culex,30,2013,MCHENRY_30_2013,3392013,41481,PID005499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60014,MCHENRY,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,-88.26823,42.2226,Culex,33,2013,MCHENRY_33_2013,3652013,41502,PID005511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
